window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
2789,147.831,clean,0.520879,0.520879,0.002803,0.003009,0.035810,0.006913,0.020492,0.113319,0.011716,0.024905,0.220353,0.039801,17.009,4.526,22.066
2790,147.883,clean,0.500331,0.500331,0.002887,0.003114,0.040464,0.006919,0.017290,0.116891,0.012443,0.023611,0.240484,0.035567,17.649,4.460,22.639
2791,147.936,clean,0.511333,0.511333,0.002584,0.004743,0.014819,0.005753,0.029348,0.079766,0.009060,0.023860,0.282308,0.036426,17.882,4.451,22.825
2792,147.988,clean,0.572189,0.572189,0.002236,0.005095,0.008813,0.004397,0.035888,0.066901,0.007268,0.021775,0.240852,0.034586,17.106,4.451,22.039
2793,148.040,clean,0.591386,0.591386,0.002259,0.004533,0.010372,0.004551,0.035311,0.071483,0.008377,0.022563,0.212704,0.036460,17.357,4.459,22.294
2794,148.092,clean,0.655374,0.655374,0.001628,0.004261,0.005259,0.003063,0.039645,0.059660,0.004470,0.020034,0.177399,0.029205,17.476,4.521,22.529
2795,148.147,clean,0.561999,0.561999,0.002657,0.004302,0.016210,0.005489,0.031805,0.084536,0.009842,0.025022,0.218219,0.039918,17.946,4.446,22.864
2796,148.200,clean,0.617553,0.617553,0.001941,0.003989,0.008681,0.003807,0.033485,0.074279,0.005595,0.021979,0.195657,0.033034,17.535,4.442,22.459
2797,148.251,clean,0.601934,0.601934,0.002275,0.003516,0.016403,0.005159,0.031718,0.084702,0.008313,0.023366,0.186557,0.036056,17.011,4.540,22.090
2798,148.303,clean,0.525928,0.525928,0.002571,0.002653,0.036102,0.006352,0.017368,0.117658,0.008772,0.024812,0.221996,0.035789,17.616,4.468,22.615
2799,148.355,clean,0.561037,0.561037,0.002495,0.003455,0.018436,0.005407,0.025979,0.095098,0.007611,0.025396,0.214123,0.040963,17.368,4.530,22.383
2800,148.407,clean,0.533903,0.533903,0.002664,0.002926,0.031363,0.006656,0.021977,0.110889,0.009866,0.025946,0.214757,0.039054,17.402,4.452,22.308
2801,148.461,clean,0.627604,0.627604,0.001969,0.004041,0.008906,0.003959,0.036663,0.070804,0.005888,0.021337,0.185788,0.033040,17.953,4.509,23.007
2802,148.514,clean,0.581744,0.581744,0.002444,0.004528,0.012288,0.004897,0.035605,0.076579,0.008233,0.023998,0.211506,0.038178,18.260,4.479,23.328
2803,148.567,clean,0.609849,0.609849,0.002106,0.004168,0.009351,0.003998,0.035150,0.074603,0.006014,0.022471,0.198365,0.033924,17.587,4.564,22.640
2804,148.620,clean,0.571554,0.571554,0.002384,0.003488,0.016591,0.005132,0.027617,0.090051,0.007452,0.026449,0.211632,0.037649,17.439,4.454,22.400
2805,148.672,clean,0.630238,0.630238,0.001974,0.004103,0.008032,0.003826,0.037411,0.070398,0.005386,0.022357,0.182031,0.034243,17.620,4.544,22.665
2806,148.725,clean,0.621577,0.621577,0.001933,0.003768,0.009616,0.003970,0.033003,0.072326,0.006318,0.020268,0.193423,0.033798,17.375,4.507,22.378
2807,148.777,clean,0.531952,0.531952,0.002484,0.002799,0.032439,0.006361,0.018798,0.110921,0.010138,0.023602,0.225227,0.035279,17.503,4.518,22.507
2808,148.828,clean,0.594399,0.594399,0.002367,0.004267,0.011535,0.004562,0.035545,0.078540,0.007452,0.024204,0.196397,0.040733,17.297,4.460,22.252
2809,148.879,clean,0.555058,0.555058,0.002599,0.003842,0.018719,0.005536,0.026717,0.092569,0.007917,0.026241,0.222306,0.038497,17.273,4.449,22.213
2810,148.932,clean,0.642723,0.642723,0.001898,0.004579,0.006398,0.003623,0.045040,0.061203,0.005798,0.020955,0.173011,0.034772,17.442,4.459,22.372
2811,148.983,clean,0.593753,0.593753,0.002311,0.003165,0.019205,0.005081,0.027055,0.091348,0.007483,0.023620,0.188921,0.038057,17.412,4.467,22.333
2812,149.036,clean,0.595749,0.595749,0.002368,0.003368,0.016366,0.004999,0.030010,0.092436,0.007207,0.026028,0.183139,0.038330,17.603,4.533,22.628
2813,149.088,clean,0.609272,0.609272,0.002126,0.004976,0.007278,0.004113,0.043882,0.067786,0.006081,0.024127,0.191052,0.039308,17.523,4.510,22.519
2814,149.141,clean,0.568980,0.568980,0.002429,0.002933,0.023289,0.005654,0.024716,0.102570,0.008761,0.025343,0.196568,0.038759,17.628,4.496,22.620
2815,149.193,clean,0.627965,0.627965,0.001942,0.004247,0.007611,0.003703,0.037341,0.071191,0.005174,0.021630,0.186465,0.032732,17.245,4.455,22.186
2816,149.244,clean,0.598530,0.598530,0.002198,0.003973,0.011460,0.004538,0.033900,0.081317,0.006066,0.023584,0.197759,0.036676,16.877,4.497,21.866
2817,149.296,clean,0.615816,0.615816,0.001852,0.003853,0.008787,0.003872,0.032992,0.071315,0.006354,0.019197,0.203946,0.032016,17.125,4.460,22.071
2818,149.349,clean,0.579109,0.579109,0.002212,0.003677,0.012917,0.004552,0.027880,0.082231,0.006449,0.023479,0.222312,0.035182,17.499,4.464,22.503
2819,149.406,clean,0.549957,0.549957,0.002732,0.003886,0.021174,0.006334,0.032435,0.091846,0.009801,0.026122,0.215881,0.039831,17.706,4.488,22.683
2820,149.459,clean,0.577395,0.577395,0.002397,0.004112,0.013568,0.005110,0.032912,0.080697,0.008260,0.024333,0.213086,0.038129,17.902,4.440,22.969
2821,149.512,clean,0.611384,0.611384,0.002215,0.004686,0.009351,0.004078,0.038069,0.068218,0.007167,0.021883,0.198385,0.034563,17.506,4.458,22.453
2822,149.565,clean,0.596584,0.596584,0.002231,0.004029,0.011832,0.004600,0.032466,0.077323,0.007259,0.023263,0.202270,0.038143,17.759,4.468,22.724
2823,149.616,clean,0.553774,0.553774,0.002710,0.003608,0.021687,0.006122,0.029351,0.092593,0.009601,0.026575,0.211758,0.042221,16.847,4.490,21.825
2824,149.669,clean,0.668098,0.668098,0.001620,0.004179,0.005515,0.003172,0.042144,0.062138,0.004493,0.019614,0.159419,0.029610,17.686,4.515,22.733
2825,149.722,clean,0.612377,0.612377,0.002096,0.004420,0.008613,0.003983,0.037623,0.073645,0.006094,0.021988,0.195659,0.033502,17.776,4.495,22.799
2826,149.774,clean,0.627559,0.627559,0.001987,0.004172,0.008600,0.003935,0.036012,0.070984,0.005561,0.022186,0.185456,0.033548,17.616,4.494,22.588
2827,149.827,clean,0.616246,0.616246,0.002081,0.004123,0.008909,0.003959,0.033728,0.072080,0.005400,0.022961,0.194508,0.036004,17.334,4.498,22.315
2828,149.880,clean,0.594611,0.594611,0.002227,0.003520,0.014625,0.004705,0.028709,0.084576,0.007569,0.022111,0.201577,0.035770,17.566,4.479,22.529
2829,149.932,clean,0.600850,0.600850,0.002171,0.003719,0.012887,0.004842,0.033135,0.079269,0.007882,0.022036,0.196231,0.036979,17.573,4.465,22.527
2830,149.985,clean,0.581007,0.581007,0.002615,0.003757,0.018098,0.005291,0.028979,0.089579,0.009435,0.024671,0.196000,0.040567,17.565,4.463,22.587
2831,150.037,clean,0.612495,0.612495,0.002212,0.004018,0.011065,0.004282,0.035020,0.075435,0.007183,0.022352,0.187832,0.038108,17.496,4.515,22.533
2832,150.091,clean,0.625553,0.625553,0.002033,0.004286,0.008099,0.003693,0.036264,0.072587,0.006182,0.021412,0.185925,0.033966,17.812,4.555,22.920
2833,150.143,clean,0.575408,0.575408,0.002059,0.004301,0.009438,0.004283,0.031304,0.072219,0.006228,0.021842,0.240741,0.032177,17.450,4.478,22.457
2834,150.195,clean,0.617622,0.617622,0.002032,0.004422,0.007998,0.003919,0.038671,0.070025,0.005678,0.022012,0.196259,0.031362,17.703,4.443,22.613
2835,150.247,clean,0.519456,0.519456,0.002706,0.003166,0.029251,0.006308,0.020687,0.111546,0.009258,0.026254,0.234920,0.036448,17.314,4.494,22.365
2836,150.299,clean,0.530243,0.530243,0.002987,0.004066,0.021802,0.006443,0.029295,0.093964,0.010761,0.027139,0.229853,0.043446,17.041,4.513,22.094
2837,150.351,clean,0.583523,0.583523,0.002293,0.004547,0.010660,0.004686,0.035519,0.074319,0.006959,0.023700,0.218726,0.035069,17.523,4.436,22.504
2838,150.411,clean,0.639920,0.639920,0.001713,0.005077,0.004910,0.003130,0.042205,0.054771,0.005045,0.018983,0.194624,0.029622,18.281,4.472,23.335
2839,150.463,clean,0.514503,0.514503,0.002620,0.003251,0.029216,0.006745,0.021648,0.109188,0.009082,0.025226,0.243472,0.035049,17.515,4.455,22.517
2840,150.514,clean,0.605246,0.605246,0.002213,0.004024,0.011170,0.004514,0.033902,0.075543,0.006836,0.022447,0.197673,0.036431,17.301,4.453,22.282
2841,150.568,clean,0.515520,0.515520,0.002711,0.002876,0.037736,0.007091,0.019391,0.115421,0.011200,0.025441,0.223223,0.039390,17.482,4.450,22.429
2842,150.620,clean,0.597248,0.597248,0.002217,0.004398,0.009542,0.004346,0.037182,0.071756,0.007064,0.022616,0.205161,0.038472,17.511,4.469,22.476
2843,150.672,clean,0.601134,0.601134,0.002383,0.004012,0.013460,0.004959,0.036408,0.081565,0.007699,0.025104,0.185761,0.037515,17.861,4.494,22.853
2844,150.725,clean,0.541394,0.541394,0.002544,0.002899,0.027904,0.006061,0.021112,0.105575,0.008974,0.025228,0.220507,0.037803,17.648,4.514,22.700
2845,150.777,clean,0.581238,0.581238,0.002485,0.003943,0.015131,0.005204,0.032892,0.084117,0.008192,0.024509,0.204053,0.038236,17.707,4.495,22.704
2846,150.830,clean,0.540741,0.540741,0.002587,0.003083,0.024630,0.005983,0.022970,0.102999,0.009279,0.025749,0.223216,0.038764,17.813,4.463,22.805
2847,150.882,clean,0.511540,0.511540,0.003126,0.003475,0.032211,0.007451,0.025274,0.110034,0.012018,0.028995,0.221598,0.044278,17.582,4.480,22.548
2848,150.934,clean,0.561447,0.561447,0.002368,0.003161,0.019998,0.005262,0.023579,0.096295,0.007606,0.024435,0.218547,0.037301,17.593,4.507,22.645
2849,150.986,clean,0.492683,0.492683,0.002853,0.003459,0.032863,0.007046,0.020184,0.103607,0.013577,0.023933,0.262570,0.037226,17.688,4.461,22.688
2850,151.038,clean,0.564914,0.564914,0.002257,0.004522,0.010794,0.004746,0.032946,0.074509,0.007284,0.022760,0.238955,0.036314,17.648,4.472,22.647
2851,151.090,clean,0.569828,0.569828,0.002525,0.004881,0.011221,0.004910,0.035985,0.076512,0.007646,0.023525,0.223738,0.039228,17.176,4.470,22.197
2852,151.141,clean,0.572517,0.572517,0.002254,0.004671,0.009729,0.004382,0.034363,0.073568,0.006791,0.022997,0.234242,0.034486,17.104,4.489,22.128
2853,151.193,clean,0.631447,0.631447,0.001846,0.004642,0.006427,0.003547,0.041764,0.062025,0.005668,0.020664,0.191581,0.030388,17.635,4.454,22.642
2854,151.244,clean,0.636778,0.636778,0.001892,0.003942,0.008372,0.003799,0.035648,0.071685,0.005372,0.021641,0.178509,0.032362,17.364,4.456,22.323
2855,151.297,clean,0.596292,0.596292,0.002215,0.005125,0.007550,0.004026,0.040533,0.069199,0.006102,0.022701,0.209717,0.036540,17.624,4.489,22.656
2856,151.349,clean,0.593834,0.593834,0.002206,0.003776,0.012549,0.004828,0.032640,0.080869,0.007124,0.024262,0.201974,0.035939,17.844,4.562,22.896
2857,151.400,clean,0.495684,0.495684,0.002678,0.002538,0.054462,0.007782,0.014261,0.111676,0.012252,0.021871,0.243454,0.033344,16.856,4.516,21.864
2858,151.452,clean,0.570933,0.570933,0.002454,0.003441,0.018582,0.005301,0.027524,0.097110,0.007563,0.025290,0.205089,0.036714,17.306,4.524,22.322
2859,151.504,clean,0.602791,0.602791,0.002271,0.004165,0.011930,0.005130,0.040300,0.077493,0.007680,0.024213,0.185718,0.038309,16.959,4.512,21.953
2860,151.555,clean,0.594317,0.594317,0.002121,0.003357,0.014246,0.004587,0.027214,0.085162,0.007235,0.022674,0.204153,0.034933,16.979,4.455,21.999
2861,151.607,clean,0.539465,0.539465,0.002490,0.002755,0.031816,0.006333,0.019884,0.112145,0.009118,0.025344,0.212457,0.038193,17.105,4.449,22.044
2862,151.659,clean,0.609400,0.609400,0.002208,0.004243,0.010543,0.004547,0.037132,0.076214,0.006628,0.023385,0.189076,0.036624,17.461,4.571,22.532
2863,151.711,clean,0.588622,0.588622,0.002421,0.003972,0.013974,0.004725,0.030140,0.085507,0.009060,0.022802,0.200202,0.038574,17.937,4.449,22.862
2864,151.764,clean,0.563220,0.563220,0.002547,0.003786,0.017094,0.005263,0.028126,0.091901,0.007743,0.025570,0.217353,0.037398,18.127,4.507,23.123
2865,151.816,clean,0.508600,0.508600,0.002618,0.002957,0.032223,0.006560,0.018859,0.115072,0.009436,0.024995,0.243867,0.034813,17.870,4.455,22.854
2866,151.869,clean,0.581966,0.581966,0.002265,0.004003,0.012861,0.004891,0.032042,0.082950,0.007099,0.024153,0.212654,0.035115,17.699,4.453,22.686
2867,151.922,clean,0.594722,0.594722,0.002274,0.003351,0.016647,0.005162,0.029328,0.090387,0.007073,0.024298,0.189130,0.037627,18.016,4.493,23.065
2868,151.974,clean,0.527974,0.527974,0.002637,0.002943,0.034508,0.007098,0.021597,0.112947,0.009966,0.025336,0.214927,0.040065,17.582,4.476,22.586
2869,152.025,clean,0.535864,0.535864,0.002586,0.002977,0.029362,0.006401,0.022121,0.108272,0.009722,0.025119,0.217960,0.039615,17.073,4.462,22.022
2870,152.077,clean,0.555104,0.555104,0.002530,0.003112,0.022716,0.005750,0.023912,0.095894,0.009045,0.024218,0.217502,0.040217,17.511,4.476,22.471
2871,152.128,clean,0.562956,0.562956,0.002642,0.004462,0.014040,0.005488,0.034377,0.083975,0.007859,0.027050,0.217956,0.039195,17.067,4.461,22.005
2872,152.179,clean,0.512658,0.512658,0.002456,0.002436,0.046326,0.007057,0.014104,0.113144,0.010004,0.022115,0.238597,0.031102,17.140,4.568,22.196
2873,152.232,clean,0.525658,0.525658,0.002684,0.002822,0.036949,0.006734,0.019163,0.114034,0.010784,0.025025,0.219594,0.036551,17.218,4.467,22.172
2874,152.285,clean,0.586820,0.586820,0.002281,0.004074,0.011822,0.004664,0.031805,0.081406,0.006755,0.023809,0.209071,0.037492,17.827,4.468,22.781
2875,152.337,clean,0.561421,0.561421,0.002714,0.004043,0.018554,0.005679,0.030584,0.091810,0.008712,0.025023,0.210004,0.041456,17.532,4.458,22.550
2876,152.390,clean,0.557977,0.557977,0.002619,0.003524,0.020523,0.005798,0.027630,0.093259,0.009608,0.026126,0.211077,0.041859,17.310,4.507,22.309
2877,152.446,clean,0.522674,0.522674,0.002852,0.003286,0.028927,0.006753,0.024607,0.106147,0.011061,0.027471,0.223340,0.042881,17.901,4.521,22.983
2878,152.499,clean,0.606649,0.606649,0.002169,0.004827,0.007652,0.003879,0.038668,0.063964,0.006762,0.021461,0.207949,0.036020,17.771,4.476,22.795
2879,152.551,clean,0.507034,0.507034,0.002691,0.005362,0.012762,0.005661,0.032835,0.075883,0.009242,0.023940,0.290232,0.034358,17.608,4.549,22.686
2880,152.604,clean,0.504484,0.504484,0.002230,0.006184,0.007896,0.004928,0.035974,0.057112,0.008398,0.020056,0.322258,0.030481,17.939,4.542,22.976
2881,152.655,clean,0.542833,0.542833,0.002139,0.006298,0.006845,0.004203,0.037717,0.059259,0.006639,0.019997,0.285010,0.029061,16.893,4.506,21.953
2882,152.707,clean,0.513587,0.513587,0.002365,0.003731,0.018702,0.005666,0.022720,0.084575,0.009546,0.022087,0.283936,0.033084,17.399,4.487,22.453
2883,152.760,clean,0.493260,0.493260,0.002350,0.004707,0.011854,0.005069,0.025856,0.071471,0.008601,0.021483,0.324969,0.030381,17.340,4.503,22.317
2884,152.812,clean,0.494121,0.494121,0.002702,0.003556,0.024412,0.006077,0.020050,0.103803,0.008892,0.024469,0.276811,0.035107,17.109,4.454,22.063
2885,152.864,clean,0.546908,0.546908,0.002720,0.004141,0.018319,0.005973,0.032039,0.088756,0.010083,0.025892,0.226190,0.038979,17.592,4.484,22.568
2886,152.916,clean,0.507644,0.507644,0.002925,0.004221,0.022080,0.006145,0.025014,0.090609,0.010777,0.024023,0.269237,0.037325,16.807,4.486,21.781
2887,152.968,clean,0.493955,0.493955,0.003147,0.004073,0.028018,0.007043,0.023803,0.101916,0.011573,0.025954,0.261695,0.038823,17.316,4.520,22.329
2888,153.019,clean,0.549846,0.549846,0.002721,0.005325,0.013328,0.005476,0.036290,0.072880,0.010185,0.022634,0.243166,0.038150,16.839,4.590,21.910
2889,153.071,clean,0.539606,0.539606,0.002766,0.005294,0.012279,0.005312,0.036067,0.078842,0.008213,0.026115,0.246410,0.039095,17.878,4.498,22.967
2890,153.123,clean,0.496437,0.496437,0.002740,0.003108,0.036431,0.006738,0.017036,0.113974,0.011129,0.023753,0.252164,0.036491,17.570,4.457,22.502
2891,153.176,clean,0.541612,0.541612,0.002201,0.004688,0.009617,0.004314,0.028464,0.071810,0.006367,0.022086,0.275830,0.033010,17.551,4.457,22.487
2892,153.227,clean,0.524657,0.524657,0.002564,0.004540,0.013196,0.004942,0.026710,0.078836,0.007505,0.024938,0.277542,0.034570,17.134,4.491,22.163
2893,153.279,clean,0.517204,0.517204,0.002623,0.004509,0.014706,0.005661,0.029574,0.084591,0.008886,0.025955,0.268006,0.038286,16.905,4.502,21.988
2894,153.331,clean,0.566030,0.566030,0.002723,0.004230,0.016346,0.005698,0.034555,0.089400,0.008222,0.028224,0.202806,0.041765,17.125,4.455,22.178
2895,153.383,clean,0.515855,0.515855,0.002454,0.002379,0.046382,0.006957,0.014296,0.112806,0.010481,0.021821,0.232844,0.033725,17.508,4.445,22.492
2896,153.435,clean,0.514046,0.514046,0.002978,0.003552,0.028802,0.006849,0.024254,0.108094,0.010541,0.027089,0.231605,0.042190,17.277,4.509,22.354
2897,153.488,clean,0.509651,0.509651,0.002498,0.002433,0.047007,0.006763,0.013771,0.110148,0.011738,0.020670,0.243380,0.031941,17.327,4.448,22.261
2898,153.540,clean,0.609856,0.609856,0.002082,0.003840,0.010626,0.004396,0.034796,0.079636,0.006484,0.023708,0.188845,0.035731,17.564,4.452,22.496
2899,153.591,clean,0.595205,0.595205,0.002132,0.003762,0.011370,0.004245,0.030824,0.078249,0.006473,0.022613,0.210460,0.034668,16.771,4.490,21.755
2900,153.642,clean,0.560011,0.560011,0.002413,0.003186,0.022162,0.005712,0.025353,0.100167,0.008093,0.024348,0.211976,0.036579,17.048,4.492,22.027
2901,153.693,clean,0.594902,0.594902,0.002255,0.004189,0.010538,0.004475,0.034970,0.077654,0.006768,0.023479,0.202357,0.038414,16.878,4.447,21.809
2902,153.744,clean,0.533681,0.533681,0.002557,0.002797,0.033168,0.006560,0.020063,0.112365,0.009799,0.025440,0.215116,0.038454,17.442,4.487,22.445
2903,153.796,clean,0.524929,0.524929,0.002802,0.003196,0.030551,0.006841,0.023626,0.115349,0.009408,0.028069,0.213921,0.041308,17.396,4.501,22.388
2904,153.848,clean,0.596567,0.596567,0.002281,0.004046,0.011642,0.004650,0.034909,0.080521,0.006959,0.023932,0.195015,0.039476,17.071,4.494,22.067
2905,153.899,clean,0.521655,0.521655,0.002639,0.002606,0.041441,0.007082,0.018420,0.117738,0.010146,0.025112,0.217033,0.036128,16.936,4.451,21.900
2906,153.950,clean,0.577611,0.577611,0.002424,0.003364,0.018114,0.005302,0.028047,0.094860,0.006912,0.026083,0.199187,0.038096,17.259,4.451,22.209
2907,154.002,clean,0.570474,0.570474,0.002388,0.003532,0.017128,0.005448,0.029012,0.088016,0.008802,0.024808,0.211658,0.038734,17.223,4.485,22.238
2908,154.054,clean,0.597142,0.597142,0.002312,0.003588,0.014798,0.004764,0.030066,0.090724,0.007080,0.024506,0.186790,0.038231,17.493,4.480,22.505
2909,154.106,clean,0.573257,0.573257,0.002715,0.004825,0.013276,0.005373,0.040312,0.086767,0.007881,0.027722,0.197508,0.040364,17.797,4.516,22.848
2910,154.159,clean,0.563669,0.563669,0.002462,0.003190,0.020396,0.005436,0.024843,0.096794,0.008171,0.024682,0.210984,0.039374,17.884,4.451,22.932
2911,154.211,clean,0.538675,0.538675,0.002395,0.002531,0.037867,0.006485,0.017553,0.113915,0.009563,0.024269,0.210587,0.036159,17.151,4.467,22.106
2912,154.264,clean,0.505286,0.505286,0.002590,0.002589,0.040388,0.006558,0.014654,0.118943,0.009472,0.023675,0.241862,0.033984,17.395,4.465,22.325
2913,154.315,clean,0.501546,0.501546,0.002695,0.002633,0.046254,0.007368,0.015580,0.115893,0.011747,0.024089,0.236065,0.036128,17.573,4.447,22.565
2914,154.367,clean,0.564120,0.564120,0.002442,0.003509,0.018100,0.005363,0.026694,0.091066,0.008073,0.024307,0.219139,0.037187,17.146,4.476,22.144
2915,154.418,clean,0.488645,0.488645,0.003035,0.003163,0.040187,0.007121,0.017050,0.123174,0.013114,0.024914,0.238857,0.040741,17.227,4.498,22.211
2916,154.476,clean,0.519404,0.519404,0.002434,0.002419,0.042562,0.006836,0.015092,0.113366,0.010476,0.022800,0.231394,0.033216,17.830,4.504,22.807
2917,154.528,clean,0.456174,0.456174,0.002432,0.002388,0.056218,0.007047,0.008828,0.092822,0.012870,0.016312,0.321669,0.023240,17.423,4.443,22.333
2918,154.580,clean,0.531192,0.531192,0.002784,0.003117,0.031339,0.006808,0.022456,0.108422,0.010367,0.026729,0.215235,0.041551,17.451,4.534,22.478
2919,154.633,clean,0.524822,0.524822,0.002801,0.003366,0.026198,0.006215,0.022883,0.101388,0.010460,0.025814,0.235093,0.040961,17.225,4.490,22.198
2920,154.685,clean,0.519129,0.519129,0.002681,0.003141,0.032352,0.006528,0.019827,0.105700,0.011064,0.023570,0.239986,0.036023,17.186,4.520,22.191
2921,154.737,clean,0.457983,0.457983,0.002640,0.002526,0.060496,0.007567,0.010266,0.098624,0.013654,0.018189,0.301150,0.026905,17.615,4.536,22.641
2922,154.788,clean,0.523205,0.523205,0.002744,0.003854,0.023378,0.006195,0.024417,0.097603,0.010879,0.024692,0.245257,0.037776,17.167,4.438,22.080
2923,154.839,clean,0.500824,0.500824,0.003051,0.003149,0.042019,0.007367,0.019132,0.119724,0.013176,0.025212,0.225785,0.040561,17.148,4.446,22.158
2924,154.891,clean,0.556298,0.556298,0.002665,0.004014,0.017284,0.005759,0.032259,0.089900,0.008874,0.025917,0.215578,0.041451,17.150,4.432,22.209
2925,154.943,clean,0.496038,0.496038,0.002881,0.003646,0.029244,0.006996,0.021999,0.107427,0.011139,0.025745,0.255877,0.039009,17.175,4.518,22.217
2926,154.994,clean,0.492834,0.492834,0.002792,0.002827,0.044053,0.007576,0.016576,0.119089,0.012146,0.024446,0.239865,0.037796,16.726,4.447,21.660
2927,155.046,clean,0.495806,0.495806,0.002658,0.002582,0.047179,0.006883,0.013014,0.113930,0.010797,0.021232,0.255316,0.030604,17.163,4.503,22.152
